https://www.youtube.com/watch?v=J2j1yk-34OY&list=PL4cUxeGkcC9hNTz3sxqGTfxAwU-DIHJd2,Failed: [0;31mERROR:[0m [youtube] J2j1yk-34OY: Requested format is not available. Use --list-formats for a list of available formats,2025-09-27 10:26:49
https://www.youtube.com/watch?v=J2j1yk-34OY&list=PL4cUxeGkcC9hNTz3sxqGTfxAwU-DIHJd2&index=1&pp=iAQB,Failed: [0;31mERROR:[0m [youtube] J2j1yk-34OY: Requested format is not available. Use --list-formats for a list of available formats,2025-09-27 10:35:43
